Familia;Vivienda1;Vivienda2;Vivienda3;Vivienda4
2627;11;11;24;11
2628;15;8;18;14
2629;19;10;24;12
2630;14;13;18;14
2631;15;8;18;13
2632;16;9;27;11
2633;15;11;26;15
2634;11;12;27;13
2635;19;7;28;12
2636;13;13;24;15
2637;18;12;25;14
2638;17;13;18;12
2639;13;9;26;11
2640;15;13;22;13
2641;11;8;27;15
2642;18;13;26;17
2643;14;13;27;12
2644;13;12;23;16
2645;19;13;23;13
2646;15;8;28;13
2647;11;9;26;11
2648;16;13;27;11
2649;17;7;25;14
2650;13;10;24;14
2651;18;12;18;15
2652;19;7;22;16
2653;15;9;20;11
2654;11;8;18;17
2655;14;12;26;12
2656;17;8;28;16
2657;15;13;18;16
2658;17;13;22;11
2659;13;8;28;16
2660;13;13;28;11
2661;18;12;26;14
2662;18;11;20;14
2663;16;10;22;15
2664;15;13;23;11
2665;17;7;19;13
2666;12;13;23;15
2667;18;10;21;14
2668;15;7;28;14
2669;11;13;25;11
2670;17;8;25;13
2671;13;9;20;12
2672;11;7;27;14
2673;13;7;20;13
2674;18;8;19;14
2675;18;8;18;11
2676;18;11;28;12
2677;11;13;27;16
2678;19;7;25;16
2679;18;10;21;11
2680;13;8;23;17
2681;19;8;27;16
2682;16;11;19;13
2683;11;13;23;13
2684;16;13;18;17
2685;14;10;19;15
2686;18;11;25;16
2687;15;10;18;14
2688;18;7;28;16
2689;11;7;20;17
2690;17;11;22;13
2691;17;12;21;15
2692;18;9;23;13
2693;13;10;26;12
2694;13;8;18;13
2695;16;13;25;14
2696;18;9;27;15
2697;19;8;21;14
2698;17;11;22;15
2699;13;12;27;12
2700;19;9;25;16
2701;18;13;19;15
2702;13;12;28;13
2703;18;9;26;13
2704;17;9;20;14
2705;14;10;25;12
2706;12;10;22;17
2707;16;8;20;13
2708;16;12;18;13
2709;18;8;23;17
2710;11;12;22;14
2711;18;11;23;14
2712;11;9;28;17
2713;16;10;20;13
2714;18;10;25;11
2715;18;8;23;17
2716;16;10;25;16
2717;11;13;20;16
2718;11;11;20;15
2719;12;8;26;13
2720;12;13;28;17
2721;12;10;26;17
2722;11;7;26;11
2723;13;10;28;17
2724;11;7;18;15
2725;11;13;18;11
2726;11;10;18;13
2727;19;10;26;13
2728;16;12;22;13
2729;19;9;24;12
2730;13;8;28;14
2731;17;9;25;12
2732;12;9;19;13
2733;13;13;27;12
2734;12;9;24;17
2735;13;11;27;14
2736;19;7;20;15
2737;16;10;24;11
2738;11;12;19;12
2739;12;12;24;16
2740;13;10;19;17
2741;14;11;20;14
2742;14;8;26;15
2743;11;11;28;14
2744;14;10;25;15
2745;11;10;20;16
2746;15;13;27;12
2747;13;10;28;11
2748;13;12;28;15
2749;16;11;26;17
2750;16;12;25;12
2751;19;13;24;16
2752;13;11;18;12
2753;19;12;23;13
2754;19;7;24;15
2755;15;12;27;13
2756;17;7;27;17
2757;12;8;22;15
2758;15;7;27;11
2759;14;9;23;17
2760;19;12;19;16
2761;18;11;20;12
2762;14;10;22;13
2763;18;13;24;12
2764;14;8;28;11
2765;14;11;19;17
2766;14;12;19;13
2767;17;9;24;16
2768;17;13;28;12
2769;17;12;22;11
2770;15;10;21;14
2771;18;10;22;15
2772;12;8;28;13
2773;12;7;25;17
2774;13;12;27;13
2775;15;8;24;12
2776;12;8;28;11
2777;12;10;23;14
2778;14;12;18;17
2779;11;11;25;11
2780;14;11;25;16
2781;15;8;28;14
2782;17;12;27;17
2783;11;7;23;12
2784;14;10;25;13
2785;19;11;22;11
2786;18;13;18;11
2787;14;10;22;16
2788;12;11;19;14
2789;19;13;24;11
2790;17;10;19;16
2791;14;12;20;11
2792;16;13;24;17
2793;15;7;25;16
2794;12;8;27;14
2795;12;10;25;11
2796;19;7;24;14
2797;16;9;27;11
2798;15;9;23;15
2799;14;13;27;14
2800;19;10;23;11
2801;13;12;18;11
2802;17;12;24;15
2803;17;12;28;17
2804;12;12;26;13
2805;14;13;18;13
2806;13;7;23;16
2807;14;11;25;13
2808;17;13;24;17
2809;17;12;26;14
2810;15;10;25;14
2811;15;10;26;14
2812;18;10;19;11
2813;18;8;19;17
2814;18;9;27;13
2815;16;10;18;11
2816;19;9;27;13
2817;17;11;21;13
2818;15;13;22;12
2819;16;13;27;14
2820;15;12;18;11
2821;17;8;22;11
2822;13;11;26;11
2823;19;12;26;15
2824;19;7;24;15
2825;19;8;19;17
2826;13;12;20;13
2827;12;10;22;12
2828;16;11;28;14
2829;19;10;26;17
2830;18;7;23;12
2831;19;9;18;17
2832;14;11;28;14
2833;11;12;28;15
2834;16;8;26;13
2835;11;10;27;13
2836;18;10;28;16
2837;17;13;18;13
2838;12;11;19;16
2839;11;13;25;15
2840;12;8;20;11
2841;13;10;24;11
2842;13;8;25;15
2843;18;8;27;15
2844;14;11;25;14
2845;15;7;22;15
2846;11;12;25;12
2847;18;13;18;11
2848;18;11;28;12
2849;15;9;28;14
2850;14;10;18;15
2851;11;8;28;16
2852;15;13;18;16
2853;14;12;22;12
2854;18;8;24;14
2855;13;11;18;11
2856;18;7;27;16
2857;13;13;21;12
2858;15;11;22;13
2859;15;13;19;13
2860;11;9;23;12
2861;18;7;22;11
2862;16;13;20;11
2863;14;8;26;17
2864;12;13;27;12
2865;17;7;18;15
2866;19;12;25;16
2867;15;7;18;16
2868;14;10;27;15
2869;11;9;24;13
2870;12;11;23;15
2871;17;13;27;12
2872;19;13;26;15
2873;18;9;23;12
2874;17;11;23;13
2875;18;12;27;14
2876;18;13;19;17
2877;13;9;21;15
2878;18;13;23;15
2879;16;13;27;12
2880;19;9;19;15
2881;15;13;22;11
2882;16;8;27;15
2883;11;10;20;12
2884;14;11;28;11
2885;17;10;20;13
2886;16;7;26;14
2887;16;13;21;15
2888;13;13;18;12
2889;13;11;28;13
2890;16;11;18;12
2891;11;7;21;11
2892;11;10;22;13
2893;11;13;28;12
2894;17;9;27;16
2895;12;8;26;15
2896;11;10;25;12
2897;19;10;19;16
2898;14;13;20;12
2899;14;8;19;17
2900;15;9;25;14
2901;15;12;28;13
2902;14;13;23;15
2903;16;7;19;13
2904;18;8;24;14
2905;15;8;20;12
2906;19;13;22;11
2907;15;13;22;11
2908;15;10;27;14
2909;19;13;27;16
2910;19;9;18;12
2911;18;10;23;17
2912;13;8;24;12
2913;18;11;24;12
2914;18;9;21;16
2915;12;11;25;11
2916;13;12;28;11
2917;11;11;28;11
2918;18;13;24;11
2919;12;12;22;15
2920;14;9;28;11
2921;15;13;25;14
2922;13;12;22;13
2923;14;9;21;11
2924;17;7;23;16
2925;16;8;27;15
2926;18;11;18;11
2927;18;7;21;11
2928;15;11;23;12
2929;14;13;22;11
2930;14;7;27;17
2931;11;12;21;15
2932;17;8;19;15
2933;18;8;19;12
2934;11;12;18;17
2935;12;12;28;14
2936;17;13;24;15
2937;12;10;18;14
2938;13;7;28;15
2939;15;9;26;17
2940;14;7;21;11
2941;13;10;19;14
2942;16;9;21;16
2943;18;9;20;14
2944;17;12;27;16
2945;14;9;23;12
2946;14;12;27;16
2947;18;7;28;14
2948;12;13;23;12
2949;17;8;20;11
2950;16;10;26;16
2951;14;7;27;15
2952;12;7;27;17
2953;12;10;23;16
2954;13;11;21;11
2955;12;12;25;11
2956;13;10;18;17
2957;13;11;26;12
2958;16;13;26;11
2959;15;8;18;14
2960;14;12;21;15
2961;11;12;24;16
2962;13;7;28;11
2963;17;9;21;14
2964;13;10;19;16
2965;13;12;26;11
2966;18;7;19;13
2967;18;7;27;15
2968;18;12;19;16
2969;13;7;22;14
2970;14;12;19;16
2971;13;10;25;15
2972;12;7;26;15
2973;12;11;23;17
2974;14;13;24;12
2975;13;8;25;11
2976;13;7;21;16
2977;11;7;18;14
2978;15;13;21;14
2979;13;8;22;13
2980;17;13;27;15
2981;16;11;20;14
2982;18;8;22;14
2983;18;12;25;16
2984;16;10;22;11
2985;12;13;19;17
2986;14;12;22;15
2987;17;10;18;11
2988;19;10;18;14
2989;15;8;28;14
2990;17;7;28;16
2991;17;9;27;17
2992;19;10;28;15
2993;15;9;26;17
2994;16;11;23;15
2995;12;8;23;13
2996;11;9;28;12
2997;12;11;27;17
2998;18;13;24;14
2999;14;9;22;17
3000;12;8;21;12
3001;13;9;21;17
3002;18;7;18;16
3003;17;10;18;14
3004;15;12;18;11
3005;16;11;26;11
3006;19;7;25;15
3007;14;12;18;14
3008;16;10;26;12
3009;14;7;27;12
3010;16;7;27;17
3011;12;13;18;17
3012;15;7;28;17
3013;15;7;25;13
3014;19;7;24;12
3015;12;12;25;14
3016;13;11;26;16
3017;12;13;28;11
3018;18;12;18;14
3019;18;9;19;12
3020;17;13;25;11
3021;17;8;27;11
3022;12;11;26;13
3023;15;12;21;12
3024;16;11;23;12
3025;12;10;19;11
3026;15;7;27;16
3027;13;12;28;14
3028;12;12;18;15
3029;19;11;23;12
3030;16;13;21;14
3031;12;10;19;17
3032;18;9;24;13
3033;17;8;18;17
3034;15;9;18;16
3035;18;9;22;11
3036;17;13;21;17
3037;12;10;24;12
3038;12;12;20;12
3039;15;12;23;17
3040;15;7;25;15
3041;11;7;27;11
3042;16;11;28;17
3043;18;8;22;16
3044;18;13;24;14
3045;19;10;26;17
3046;12;9;28;12
3047;15;13;19;16
3048;12;11;18;17
3049;13;10;23;11
3050;13;11;20;15
3051;11;10;18;17
3052;15;12;24;17
3053;12;11;19;12
3054;16;10;26;15
3055;12;7;20;12
3056;19;10;28;13
3057;15;10;24;17
3058;17;10;18;11
3059;17;8;19;12
3060;17;8;26;16
3061;17;10;19;16
3062;17;8;20;13
3063;17;7;19;14
3064;12;10;21;11
3065;19;8;24;11
3066;18;12;28;13
3067;17;13;24;12
3068;16;11;24;16
3069;15;13;24;13
3070;16;9;28;14
3071;14;11;19;14
3072;16;7;22;17
3073;19;13;24;14
3074;15;10;20;14
3075;15;8;23;12
3076;19;13;21;17
3077;19;13;24;13
3078;11;9;27;13
3079;11;8;22;17
3080;11;7;22;13
3081;16;13;22;14
3082;16;9;25;17
3083;16;12;20;12
3084;14;12;25;13
3085;15;9;22;15
3086;17;9;26;11
3087;18;10;26;13
3088;13;11;27;13
3089;12;11;25;11
3090;11;8;27;13
3091;16;8;25;11
3092;11;7;28;11
3093;11;12;21;12
3094;18;7;22;15
3095;15;12;27;14
3096;11;11;26;13
3097;15;7;18;14
3098;15;7;20;13
3099;16;11;25;12
3100;15;10;26;17
3101;11;8;21;17
3102;11;10;24;12
3103;18;8;28;17
3104;13;11;27;14
3105;18;9;25;17
3106;18;9;20;12
3107;14;8;18;14
3108;15;13;22;11
3109;17;7;21;16
3110;19;10;22;17
3111;14;12;18;13
3112;15;9;21;13
3113;11;7;25;12
3114;19;12;22;17
3115;12;9;23;11
3116;11;7;26;16
3117;19;13;22;17
3118;14;13;19;12
3119;16;8;22;15
3120;14;12;26;11
3121;17;9;19;14
3122;14;12;24;13
3123;19;9;20;15
3124;13;12;25;17
3125;17;11;21;11
3126;17;11;28;13
3127;14;11;18;11
3128;14;9;28;12
3129;13;12;18;15
3130;11;7;19;12
3131;12;9;27;16
3132;12;10;27;13
3133;12;11;28;11
3134;12;10;19;15
3135;18;12;19;12
3136;15;7;21;13
3137;18;11;23;13
3138;15;7;21;13
3139;11;12;20;14
3140;14;9;25;16
3141;19;12;21;15
3142;18;8;22;11
3143;14;12;20;13
3144;13;12;27;11
3145;15;13;21;14
3146;16;10;24;11
3147;14;12;23;17
3148;15;10;27;13
3149;13;13;27;11
3150;19;11;25;12
3151;19;11;21;16
3152;19;13;24;12
3153;11;11;22;14
3154;16;13;27;12
3155;18;8;20;12
3156;15;10;26;13
3157;13;8;23;11
3158;18;9;20;16
3159;17;12;28;11
3160;12;7;21;11
3161;11;12;21;17
3162;15;12;18;12
3163;16;8;27;15
3164;13;13;25;14
3165;13;12;18;11
3166;15;9;22;17
3167;14;12;22;14
3168;15;9;25;12
3169;15;9;19;15
3170;12;8;28;11
3171;17;8;20;16
3172;11;12;19;14
3173;16;11;25;13
3174;16;10;20;16
3175;18;8;24;17
3176;11;8;23;15
3177;11;7;22;17
3178;18;7;22;11
3179;12;9;19;11
3180;12;12;19;15
3181;13;8;18;14
3182;12;13;26;11
3183;16;10;28;17
3184;14;9;18;11
3185;19;10;18;11
3186;14;11;26;15
3187;19;11;19;11
3188;19;7;20;13
3189;14;10;22;12
3190;16;13;20;17
3191;15;9;28;17
3192;19;8;28;17
3193;16;8;22;13
3194;13;9;24;17
3195;16;7;28;13
3196;16;8;23;17
3197;15;7;23;11
3198;12;8;19;16
3199;15;11;23;17
3200;15;9;27;13
3201;14;11;21;14
3202;17;9;22;17
3203;14;9;18;13
3204;18;10;26;12
3205;11;7;18;16
3206;19;11;19;11
3207;17;9;18;13
3208;17;11;20;13
3209;15;8;27;17
3210;14;7;20;11
3211;19;10;20;14
3212;18;11;26;16
3213;16;12;26;13
3214;11;9;27;13
3215;15;11;20;15
3216;19;7;25;11
3217;14;13;21;14
3218;14;8;18;11
3219;14;9;24;14
3220;14;11;24;14
3221;18;12;21;12
3222;19;11;23;12
3223;13;12;22;13
3224;16;13;21;17
3225;12;7;22;13
3226;13;13;26;13
3227;19;12;23;13
3228;16;13;18;14
3229;19;7;21;15
3230;11;9;26;15
3231;12;11;26;13
3232;11;12;27;13
3233;13;9;26;12
3234;14;7;25;14
3235;18;8;26;14
3236;15;12;27;12
3237;13;7;21;12
3238;16;12;25;14
3239;16;9;27;15
3240;18;8;18;11
3241;18;11;23;12
3242;14;12;24;11
3243;11;8;24;16
3244;13;8;23;14
3245;15;7;26;13
3246;15;8;19;15
3247;16;10;27;16
3248;13;10;27;12
3249;15;12;21;14
3250;14;8;28;12
3251;14;8;25;12
3252;12;11;21;15
3253;11;8;25;16
3254;12;12;27;12
3255;11;9;18;15
3256;18;9;18;11
3257;11;10;24;15
3258;16;9;18;14
3259;14;11;26;12
3260;12;10;27;16
3261;14;7;27;15
3262;19;13;18;13
3263;16;10;21;17
3264;19;13;26;13
3265;17;8;27;14
3266;11;8;23;13
3267;16;10;27;17
3268;12;12;19;14
3269;11;10;23;14
3270;15;13;19;16
3271;13;11;24;17
3272;13;7;22;11
3273;15;11;20;11
3274;15;7;20;14
3275;18;7;24;17
3276;19;9;22;17
3277;18;10;21;11
3278;15;10;25;16
3279;13;8;24;16
3280;17;11;21;11
3281;18;7;19;11
3282;12;7;22;11
3283;11;13;21;14
3284;19;12;23;13
3285;17;10;24;17
3286;15;7;27;15
3287;11;13;20;12
3288;13;9;18;17
3289;16;10;22;11
3290;19;9;24;15
3291;17;10;26;13
3292;12;11;22;16
3293;12;13;19;15
3294;11;13;21;13
3295;17;11;20;14
3296;13;13;25;13
3297;15;11;21;14
3298;13;11;18;12
3299;11;7;24;11
3300;13;11;27;16
3301;15;12;21;17
3302;19;12;27;13
3303;15;9;19;11
3304;11;11;24;15
3305;19;10;21;16
3306;18;9;19;13
3307;13;11;18;17
3308;17;11;23;16
3309;13;8;22;16
3310;11;11;25;15
3311;11;8;22;17
3312;12;10;22;14
3313;19;13;20;11
3314;11;12;25;14
3315;16;10;25;15
3316;12;8;23;15
3317;17;9;27;11
3318;15;12;27;13
3319;15;13;20;14
3320;19;12;24;14
3321;11;8;20;17
3322;13;12;19;15
3323;18;10;19;11
3324;12;8;18;12
3325;11;11;25;11
3326;13;7;20;16
3327;18;7;28;12
3328;14;12;22;11
3329;19;11;27;11
3330;11;13;19;12
3331;16;12;24;14
3332;19;8;21;17
3333;17;13;21;17
3334;15;8;24;16
3335;16;10;26;16
3336;11;10;20;11
3337;14;9;25;14
3338;16;9;21;16
3339;18;13;21;13
3340;14;13;22;15
3341;17;8;22;14
3342;13;10;21;12
3343;13;11;18;16
3344;12;7;22;12
3345;12;13;28;12
3346;11;9;23;15
3347;17;12;22;11
3348;13;10;23;16
3349;13;9;28;14
3350;19;9;27;14
3351;14;12;23;13
3352;16;9;27;11
3353;13;8;18;15
3354;18;7;23;11
3355;19;11;28;14
3356;11;9;22;11
3357;13;11;23;15
3358;12;8;28;11
3359;11;10;22;15
3360;13;13;27;17
3361;12;10;21;13
3362;12;8;28;17
3363;12;12;25;11
3364;13;10;19;11
3365;19;7;21;12
3366;14;13;25;11
3367;18;13;28;14
3368;12;11;18;15
3369;12;13;26;13
3370;12;10;24;11
3371;15;8;28;12
3372;11;9;28;11
3373;16;9;18;16
3374;11;7;28;13
3375;11;10;21;11
3376;12;9;25;15
3377;19;13;21;14
3378;11;8;18;16
3379;12;10;20;17
3380;15;11;19;12
3381;16;7;20;11
3382;14;11;24;17
3383;14;12;27;17
3384;19;9;26;17
3385;12;8;24;14
3386;17;7;27;11
3387;14;7;18;14
3388;16;11;28;15
3389;13;12;26;16
3390;18;9;24;16
3391;12;9;25;17
3392;11;11;23;15
3393;12;13;27;14
3394;13;9;21;12
3395;16;9;18;14
3396;17;9;28;13
3397;17;12;23;12
3398;11;13;27;13
3399;13;12;19;17
3400;14;8;23;15
3401;16;11;21;12
3402;17;8;28;15
3403;13;12;21;14
3404;11;11;25;11
3405;17;9;23;13
3406;17;11;20;13
3407;16;12;27;12
3408;19;7;20;13
3409;18;9;19;14
3410;15;9;21;15
3411;14;9;18;14
3412;17;7;18;17
3413;19;13;23;14
3414;11;7;23;13
3415;13;10;23;13
3416;14;7;24;14
3417;19;8;23;15
3418;14;7;28;11
3419;16;9;18;11
3420;11;8;22;11
3421;15;7;22;11
3422;15;7;19;15
3423;15;8;21;11
3424;17;10;24;11
3425;18;10;20;12
3426;16;7;26;12
3427;13;9;26;14
3428;19;11;19;13
3429;13;9;25;14
3430;11;12;21;11
3431;11;7;22;15
3432;13;9;23;17
3433;13;9;26;17
3434;16;10;27;17
3435;13;7;18;14
3436;17;9;21;14
3437;11;8;20;14
3438;19;12;18;13
3439;16;12;20;17
3440;16;8;18;14
3441;15;10;21;14
3442;11;8;20;16
3443;17;12;21;14
3444;14;12;20;16
3445;13;8;27;12
3446;11;11;23;16
3447;13;9;26;14
3448;19;7;22;13
3449;11;9;25;12
3450;17;9;25;11
3451;16;10;22;15
3452;13;9;23;13
3453;15;8;23;14
3454;19;13;18;11
3455;17;12;20;17
3456;14;7;27;16
3457;16;7;25;16
3458;14;9;18;12
3459;18;13;21;17
3460;18;13;24;13
3461;18;10;18;15
3462;15;8;27;11
3463;19;11;19;13
3464;15;10;25;12
3465;19;10;24;17
3466;16;8;27;11
3467;18;12;19;11
3468;18;9;21;15
3469;12;12;28;13
3470;17;7;25;11
3471;16;12;28;12
3472;16;13;22;11
3473;19;13;26;17
3474;16;11;23;12
3475;12;11;24;15
3476;19;9;19;14
3477;14;10;21;17
3478;11;13;20;16
3479;19;8;25;15
3480;11;8;26;12
3481;13;11;27;11
3482;14;11;21;15
3483;11;9;19;15
3484;13;13;22;11
3485;15;8;28;16
3486;13;9;18;16
3487;18;10;22;12
3488;13;9;25;15
3489;15;10;19;16
3490;19;12;27;15
3491;16;12;19;16
3492;16;12;18;12
3493;12;8;19;11
3494;11;7;21;15
3495;18;13;27;15
3496;12;13;22;14
3497;11;10;26;17
3498;15;12;28;14
3499;15;7;28;13
3500;12;13;21;12
3501;19;9;25;13
3502;19;7;22;14
3503;11;11;27;13
3504;15;8;21;12
3505;15;12;25;12
3506;18;11;27;11
3507;12;9;28;16
3508;13;12;22;14
3509;17;7;19;11
3510;19;8;20;11
3511;14;11;28;14
3512;19;11;24;11
3513;15;12;25;17
3514;12;8;27;16
3515;12;10;22;15
3516;16;10;28;15
3517;18;7;23;14
3518;19;12;22;13
3519;14;13;23;15
3520;17;11;26;14
3521;13;10;18;17
3522;19;10;21;11
3523;11;11;20;12
3524;14;11;23;14
3525;11;11;26;16
3526;14;11;24;14
3527;11;11;18;15
3528;14;12;19;14
3529;14;9;26;12
3530;15;7;20;12
3531;18;9;26;17
3532;17;8;22;12
3533;17;9;25;17
3534;14;7;27;13
3535;16;13;24;13
3536;12;10;26;12
3537;19;13;23;14
3538;16;10;23;11
3539;15;9;28;13
3540;18;7;18;14
3541;17;12;21;13
3542;11;8;19;12
3543;19;9;28;13
3544;14;13;28;14
3545;12;11;19;16
3546;11;13;18;17
3547;12;10;25;14
3548;18;7;26;12
3549;16;13;18;13
3550;12;9;26;14
3551;11;12;18;15
3552;11;10;19;15
3553;19;9;23;14
3554;17;10;18;14
3555;11;12;20;15
3556;13;10;27;16
3557;13;11;27;12
3558;13;11;23;15
3559;19;7;24;17
3560;19;10;19;11
3561;18;10;22;17
3562;19;12;21;14
3563;15;13;18;12
3564;18;10;26;14
3565;13;12;23;11
3566;19;7;22;17
3567;12;9;28;15
3568;14;8;19;11
3569;11;9;19;12
3570;17;8;26;13
3571;19;7;28;16
3572;19;7;19;16
3573;12;13;28;13
3574;15;12;25;15
3575;14;13;18;15
3576;16;7;28;11
3577;11;12;19;14
3578;17;7;25;17
3579;16;11;22;14
3580;16;11;24;12
3581;19;7;19;11
3582;14;9;19;14
3583;15;12;23;15
3584;17;13;19;17
3585;14;13;21;13
3586;11;8;20;15
3587;17;9;21;12
3588;14;11;28;17
3589;19;11;23;14
3590;19;9;25;14
3591;15;9;24;15
3592;17;11;18;16
3593;19;7;25;14
3594;17;8;21;16
3595;16;11;19;14
3596;15;10;19;13
3597;14;10;20;15
3598;11;13;22;14
3599;11;11;23;12
3600;18;13;27;14
3601;13;9;22;12
3602;11;7;22;14
3603;12;9;23;14
3604;13;13;18;13
3605;13;8;18;12
3606;17;8;20;13
3607;11;11;20;11
3608;11;9;25;12
3609;12;13;26;17
3610;15;13;18;14
3611;14;13;23;16
3612;19;13;25;13
3613;13;13;27;11
3614;16;9;25;14
3615;16;8;26;14
3616;12;7;18;14
3617;14;11;26;13
3618;15;11;20;11
3619;11;11;18;14
3620;14;12;21;15
3621;12;12;24;13
3622;12;7;24;16
3623;13;8;27;16
3624;15;9;25;15
3625;12;11;23;16
3626;11;7;19;15
3627;18;8;24;15
3628;17;9;27;13
3629;16;11;24;11
3630;15;9;19;15
3631;16;13;23;13
3632;14;11;19;17
3633;14;12;20;17
3634;18;9;25;15
3635;14;12;24;17
3636;13;10;22;15
3637;14;13;20;14
3638;13;9;26;12
3639;16;11;23;13
3640;12;13;24;14
3641;16;8;19;14
3642;11;7;28;11
3643;11;13;20;16
3644;12;13;26;14
3645;12;8;19;15
3646;17;10;18;16
3647;19;9;20;15
3648;18;7;22;12
3649;12;8;20;16
3650;11;12;28;11
3651;19;11;19;15
3652;12;8;23;16
3653;12;12;26;15
3654;12;8;21;11
3655;17;13;24;11
3656;11;12;19;15
3657;12;11;24;17
3658;16;10;18;14
3659;18;11;20;17
3660;12;7;27;15
3661;12;12;25;17
3662;11;13;21;16
3663;19;7;27;13
3664;12;9;22;15
3665;13;9;27;14
3666;18;11;25;11
3667;18;8;22;13
3668;14;9;25;11
3669;11;7;27;15
3670;11;10;23;13
3671;16;9;24;12
3672;14;12;24;17
3673;14;7;22;14
3674;17;8;19;15
3675;16;12;28;11
3676;12;7;18;13
3677;18;11;19;16
3678;12;11;22;11
3679;19;9;25;12
3680;17;10;19;11
3681;14;9;22;13
3682;19;11;28;11
3683;17;13;27;15
3684;13;12;24;12
3685;13;9;28;16
3686;13;11;24;17
3687;19;13;24;17
3688;17;11;18;14
3689;13;8;27;15
3690;11;10;27;16
3691;16;7;23;12
3692;11;9;24;15
3693;12;11;18;15
3694;18;13;22;17
3695;18;8;22;17
3696;11;8;21;17
3697;14;9;26;13
3698;17;7;19;15
3699;19;9;22;12
3700;15;10;26;14
3701;18;12;22;16
3702;11;13;21;14
3703;17;13;23;15
3704;13;7;21;13
3705;17;11;21;11
3706;19;12;23;16
3707;14;13;20;15
3708;18;13;20;11
3709;14;13;19;14
3710;17;11;23;15
3711;19;11;24;14
3712;18;10;27;12
3713;15;12;24;13
3714;18;7;23;16
3715;11;9;19;16
3716;12;9;18;12
3717;11;11;26;12
3718;17;13;27;11
3719;18;7;19;16
3720;14;8;21;11
3721;11;9;28;15
3722;11;11;18;17
3723;13;12;18;16
3724;19;7;20;11
3725;17;13;21;14
3726;17;12;19;11
3727;16;11;25;17
3728;18;10;23;16
3729;15;7;22;16
3730;14;10;22;14
3731;16;9;23;14
3732;14;12;26;16
3733;17;13;21;15
3734;18;7;26;15
3735;15;11;19;15
3736;14;8;23;17
3737;19;7;22;17
3738;17;10;26;13
3739;19;11;21;12
3740;13;8;21;11
3741;11;12;23;13
3742;15;11;19;14
3743;15;8;18;11
3744;11;8;27;14
3745;17;7;18;14
3746;13;9;26;14
3747;18;8;26;12
3748;17;9;19;14
3749;14;8;22;14
3750;11;10;25;17
3751;16;13;28;16
3752;18;12;21;15
3753;12;12;27;15
3754;14;11;28;12
3755;17;7;21;12
3756;14;10;18;13
3757;17;11;23;16
3758;12;13;18;11
3759;12;10;25;13
3760;17;13;27;12
3761;17;9;21;11
3762;13;8;22;11
3763;17;9;21;11
3764;17;10;18;17
3765;16;9;23;13
3766;17;7;18;11
3767;11;8;27;12
3768;16;13;21;17
3769;16;13;20;13
3770;13;7;20;12
3771;18;12;22;14
3772;13;8;25;13
3773;11;9;18;17
3774;13;9;21;17
3775;15;12;20;11
3776;12;10;27;11
3777;19;11;25;17
3778;18;10;19;11
3779;14;10;18;16
3780;11;11;28;16
3781;16;7;21;13
3782;14;11;22;16
3783;17;11;25;11
3784;13;10;22;17
3785;16;12;25;12
3786;15;13;28;16
3787;19;13;26;13
3788;18;7;28;13
3789;16;8;28;12
3790;18;9;20;17
3791;16;9;23;16
3792;16;12;28;11
3793;18;10;18;15
3794;18;12;23;12
3795;11;8;26;16
3796;16;12;24;12
3797;11;13;27;16
3798;11;12;28;17
3799;16;11;20;11
3800;16;9;27;11
3801;19;8;25;16
3802;14;12;21;17
3803;14;8;19;14
3804;15;12;18;16
3805;18;10;22;16
3806;13;8;18;12
3807;13;10;28;14
3808;15;9;23;17
3809;19;10;19;14
3810;12;12;26;13
3811;11;8;24;13
3812;16;11;25;14
3813;16;12;20;14
3814;17;12;19;14
3815;13;11;28;14
3816;12;7;20;13
3817;16;7;24;16
3818;17;11;27;15
3819;18;9;18;15
3820;13;9;28;11
3821;19;10;18;16
3822;17;8;22;12
3823;14;13;18;17
3824;16;13;19;15
3825;12;7;28;14
3826;16;12;27;11
3827;14;11;21;17
3828;12;13;20;12
3829;15;9;23;13
3830;15;7;27;12
3831;17;11;28;15
3832;18;13;27;13
3833;19;10;28;16
3834;11;11;19;12
3835;18;9;20;16
3836;19;10;22;14
3837;19;9;23;17
3838;17;7;25;14
3839;13;8;28;12
3840;15;12;21;16
3841;18;10;27;15
3842;12;9;27;12
3843;14;10;25;13
3844;15;7;21;16
3845;12;9;25;12
3846;15;13;26;13
3847;19;13;19;15
3848;15;12;25;14
3849;16;9;20;11
3850;13;11;26;14
3851;14;10;20;13
3852;11;11;21;16
3853;14;10;23;11
3854;11;9;26;14
3855;18;10;28;16
3856;16;13;23;17
3857;19;8;28;14
3858;16;8;22;17
3859;11;13;27;11
3860;13;7;24;15
3861;11;11;23;15
3862;14;10;26;12
3863;17;12;23;15
3864;12;9;25;12
3865;17;9;20;17
3866;14;9;23;16
3867;14;7;22;11
3868;16;11;20;11
3869;12;10;22;12
3870;18;7;27;14
3871;17;9;18;14
3872;11;12;20;13
3873;12;13;24;16
3874;13;8;21;12
3875;19;13;19;14
3876;11;7;27;15
3877;12;9;24;14
3878;13;11;23;15
3879;16;12;18;13
3880;12;7;18;16
3881;17;8;24;12
3882;16;7;28;11
3883;12;10;24;17
3884;17;11;19;17
3885;15;9;18;16
3886;14;7;24;14
3887;17;12;25;15
3888;14;12;24;17
3889;12;12;18;16
3890;19;12;27;15
3891;13;13;27;15
3892;12;8;26;15
3893;11;13;20;16
3894;11;11;21;16
3895;13;13;21;13
